,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,energy_0,energy_45,energy_90,energy_135,label
0,0.9787512230905455,0.975770367323583,0.9891686927490512,0.9850608207320783,0.13833792694828856,0.11461030561637146,0.18787707936878753,0.1769112368900117,175.7483422459894,200.58644215415885,92.12477718360067,123.66101756423292,0.020043435791222492,0.01876165377825422,0.02092157098147943,0.021015142137411024,CIRC
1,0.9898393327067017,0.9945590488671161,0.9933966623369638,0.9852598645590209,0.24061716942102584,0.27605132645385166,0.3197676842729089,0.21493072859294773,151.00288770053453,80.80577732617218,98.24181818181818,218.96291188851797,0.06218731985044784,0.06737321422027341,0.07550351022294324,0.06221645000526498,CIRC
2,0.9888298738215412,0.9886316662521404,0.9965699341772207,0.9936012745945868,0.22297555808491687,0.23229536817472568,0.3041026274659932,0.23796702095946592,170.70609625668462,173.95692408186972,53.308520499108724,97.90974742342866,0.06995779344149333,0.07012477406858196,0.08179243397751648,0.07376852521471604,NORM
3,0.9796427914742213,0.9895540125516192,0.9940513801630353,0.9780050561546569,0.16103497635225547,0.1888212174928662,0.21970821706833804,0.16057065623811642,226.82506238859193,116.86482072869794,68.16934046345814,246.07780519669038,0.030320462638177455,0.03206365149853771,0.03727242464186025,0.03007551248187179,NORM
4,0.939827720571464,0.9178675772085075,0.9503765595785786,0.9488246334879342,0.23490403855231073,0.20016969902901346,0.231197347420971,0.24600311015924148,28.89329768270945,39.06535781680942,25.37818181818181,24.058789374364938,0.05292126479353934,0.049131131219187676,0.050616485362007246,0.0524249249032705,CIRC
5,0.939827720571464,0.9178675772085075,0.9503765595785786,0.9488246334879342,0.23490403855231073,0.20016969902901346,0.231197347420971,0.24600311015924148,28.89329768270945,39.06535781680942,25.37818181818181,24.058789374364938,0.05292126479353934,0.049131131219187676,0.050616485362007246,0.0524249249032705,CIRC
6,0.9593425887216495,0.9735396116524283,0.9698960724549529,0.9422108730446225,0.23736135532176153,0.2626015821488083,0.23578514346007648,0.20813189768926502,32.16060606060605,20.265677166497316,24.68716577540108,44.7347946000871,0.055959852102446014,0.05629155328271243,0.05440580143999181,0.05312749367566,NORM
7,0.9751964716832607,0.9699264239682844,0.9844508649860969,0.9833017088763172,0.12168039573811078,0.11130115277116998,0.15966968739659276,0.14715073266983514,160.49811051693396,195.53603570910144,104.1344385026738,108.55690230802729,0.0337155585652307,0.032617681380601456,0.040456131008337615,0.036558114530404986,NORM
8,0.9566944788524845,0.9747510363668372,0.9660789064780263,0.9357595216239544,0.11884712330568507,0.1512923786209551,0.12719545252559883,0.09954695698700365,119.71696969696976,69.13586877631006,96.9032085561497,176.6357961968356,0.02239460845389985,0.02367619609583473,0.022624990914295838,0.021109275699147646,NORM
9,0.986500613747796,0.9819289648518778,0.9922082864915774,0.992610867775324,0.20749221879723215,0.1824546075353996,0.2291963314781924,0.24803363557759908,76.86199643493764,102.8684859921614,45.43529411764707,42.030918856147466,0.05390536430991266,0.05099914802323601,0.05608163258481799,0.05594522928660451,NORM
